index,profit,number of trade,Average Gain,SD,Maximum Gain in One Trade,Maximum Loss in One Trade
"(52, 240)",8995.660158,9,999.5177953,824.131088,2127.320313,-954.289063
"(55, 233)",8993.189456,9,999.2432729,929.6642721,2127.320313,-1249.039062
"(55, 234)",8993.189456,9,999.2432729,929.6642721,2127.320313,-1249.039062
"(55, 235)",8993.189456,9,999.2432729,929.6642721,2127.320313,-1249.039062
"(51, 241)",8947.718752,9,994.1909724,911.5234127,2127.320313,-1160.109375
"(54, 247)",8944.519531,9,993.8355034,754.1462629,2033.53125,-769.509766
"(55, 237)",8941.890627,9,993.543403,932.5554066,2127.320313,-1264.439453
"(55, 238)",8941.890627,9,993.543403,932.5554066,2127.320313,-1264.439453
"(54, 242)",8876.019532,9,986.2243924,942.6493446,2220.599609,-1264.439453
"(55, 239)",8876.019532,9,986.2243924,942.6493446,2220.599609,-1264.439453
"(54, 243)",8859.019531,9,984.3355034,946.8690684,2220.599609,-1264.439453
"(56, 231)",8855.548831,9,983.9498701,920.3543616,2127.320313,-1249.039062
"(56, 230)",8852.728519,9,983.6365021,920.3567597,2127.320313,-1249.039062
"(53, 241)",8841.820314,9,982.4244793,926.2685148,2127.320313,-1249.039062
"(53, 242)",8841.820314,9,982.4244793,926.2685148,2127.320313,-1249.039062
"(53, 243)",8841.820314,9,982.4244793,926.2685148,2127.320313,-1249.039062
"(55, 240)",8808.458985,9,978.717665,976.9153988,2220.599609,-1383.179687
"(54, 241)",8782.740236,9,975.8600262,929.4407534,2127.320313,-1264.439453
"(56, 228)",8780.5293,9,975.6143667,906.2703856,2127.320313,-1249.039062
"(56, 229)",8780.5293,9,975.6143667,906.2703856,2127.320313,-1249.039062
"(51, 244)",8768.330079,9,974.2588977,821.881537,2127.320313,-954.289063
"(51, 245)",8768.330079,9,974.2588977,821.881537,2127.320313,-954.289063
"(51, 246)",8768.330079,9,974.2588977,821.881537,2127.320313,-954.289063
"(44, 240)",8746.423828,9,971.8248698,856.9517253,2111.580078,-269.888672
"(53, 233)",8730.060548,9,970.0067276,817.0281191,2127.320313,-954.289063
"(53, 234)",8730.060548,9,970.0067276,817.0281191,2127.320313,-954.289063
"(42, 163)",8723.558594,9,969.2842882,1326.192114,2568.980469,-2134.25
"(55, 231)",8715.009768,9,968.3344187,922.718383,2127.320313,-1249.039062
"(55, 232)",8715.009768,9,968.3344187,922.718383,2127.320313,-1249.039062
"(52, 244)",8708.308596,9,967.589844,926.7004925,2127.320313,-1249.039062
"(50, 246)",8707.808595,9,967.5342883,908.6845809,2127.320313,-1160.109375
"(52, 245)",8672.410158,9,963.6011287,925.8998902,2127.320313,-1249.039062
"(53, 232)",8536.080079,9,948.4533421,793.398985,2053.380859,-954.289063
"(51, 243)",8532.978517,9,948.1087241,834.3546797,2127.320313,-954.289063
"(42, 164)",8515.707032,9,946.1896702,1335.49139,2568.980469,-2193.441406
"(54, 234)",9456.689455,10,945.6689455,826.8627838,2127.320313,-669.488281
"(50, 229)",7564.691406,8,945.5864257,943.412231,2053.380859,-995.189454
"(53, 245)",8510.240234,9,945.5822482,809.635567,1999.490234,-1023.289062
"(51, 242)",9424.917971,10,942.4917971,842.886851,2127.320313,-954.289063
"(50, 230)",7519.669922,8,939.9587402,939.8513086,2053.380859,-995.189454
"(50, 231)",7519.669922,8,939.9587402,939.8513086,2053.380859,-995.189454
"(58, 207)",6526.800782,7,932.4001117,989.6411526,1938.380859,-1156.25
"(58, 208)",6526.800782,7,932.4001117,989.6411526,1938.380859,-1156.25
"(58, 209)",6526.800782,7,932.4001117,989.6411526,1938.380859,-1156.25
"(58, 210)",6526.800782,7,932.4001117,989.6411526,1938.380859,-1156.25
"(59, 206)",6526.800782,7,932.4001117,989.6411526,1938.380859,-1156.25
"(59, 207)",6526.800782,7,932.4001117,989.6411526,1938.380859,-1156.25
"(58, 211)",6522.941407,7,931.8487724,990.8049982,1938.380859,-1160.109375
